,Dataset,Time,Detector/Descriptor
0,MAP Dataset,188.26222187300004,AGAST+SIFT
1,MAP Dataset,135.29147366799998,FAST+SIFT
2,MAP Dataset,355.9887613390001,BRISK+FREAK
3,MAP Dataset,391.185377451,SURF
4,MAP Dataset,280.952516842,SIFT
