,Dataset,Time,Detector/Descriptor
0,MAP Dataset,380.12691026899984,AGAST+SIFT
1,MAP Dataset,95.5902659620001,FAST+SIFT
2,MAP Dataset,236.91539794100004,BRISK+FREAK
3,MAP Dataset,254.30013933700002,SURF
4,MAP Dataset,669.2375640280002,SIFT
