,Dataset,Time,Detector/Descriptor
0,MAP Dataset,364.3742923050004,AKAZE
1,MAP Dataset,340.24899358899995,BRISK
2,MAP Dataset,343.89558301499983,BRISK+FREAK
3,MAP Dataset,2062.1962011369997,KAZE
4,MAP Dataset,133.44101798799989,ORB
5,MAP Dataset,58.215549866999936,STAR+BRIEF
