,Dataset,Time,Detector/Descriptor
0,MAP Dataset,344.6832587710014,BRISK
1,MAP Dataset,352.60351674499907,BRISK+FREAK
2,MAP Dataset,205.84489822900287,ORB
3,MAP Dataset,55.56675402100154,STAR+BRIEF
