,Dataset,Time,Detector/Descriptor
0,MAP Dataset,163.21311422899998,AGAST+SIFT
1,MAP Dataset,161.08870291300013,FAST+SIFT
2,MAP Dataset,310.9259068980002,BRISK+FREAK
3,MAP Dataset,341.5253680999999,SURF
4,MAP Dataset,161.7318763620001,SIFT
