,Dataset,Number of Total Matches,Detector/Descriptor,Number of Good Matches,Recall Rate of Matches,1 - Precision Rate of Matches,F-Score
0,MAP Dataset,467.87394957983196,BRISK,12.899159663865547,0.027569732564613755,0.9724302674353863,0.027569732564613727
1,MAP Dataset,481.9579831932773,BRISK,12.789915966386555,0.026537408679580845,0.9734625913204191,0.026537408679580855
2,MAP Dataset,507.0,BRISK,11.201680672268907,0.022094044718479106,0.9779059552815208,0.022094044718479155
3,MAP Dataset,505.546218487395,BRISK,10.420168067226891,0.020611702127659573,0.9793882978723405,0.02061170212765954
4,MAP Dataset,501.9495798319328,BRISK,0.7899159663865546,0.0015736958414250316,0.9984263041585749,0.001573695841425057
5,MAP Dataset,426.453781512605,BRISK,22.45378151260504,0.05265232127374478,0.9473476787262552,0.052652321273744765
6,MAP Dataset,413.6890756302521,BRISK,15.983193277310924,0.0386357634727498,0.9613642365272502,0.03863576347274979
7,MAP Dataset,377.327731092437,BRISK,14.22689075630252,0.037704333882677826,0.9622956661173222,0.03770433388267781
8,MAP Dataset,354.0,BRISK,15.655462184873949,0.04422446944879647,0.9557755305512036,0.044224469448796454
9,MAP Dataset,345.84033613445376,BRISK,14.815126050420169,0.042838051269590574,0.9571619487304094,0.042838051269590595
10,MAP Dataset,322.4957983193277,BRISK,14.92436974789916,0.04627771842509837,0.9537222815749016,0.046277718425098396
11,MAP Dataset,331.92436974789916,BRISK,14.714285714285714,0.044330236208511606,0.9556697637914884,0.04433023620851161
12,MAP Dataset,313.8655462184874,BRISK,15.210084033613445,0.04846050870147255,0.9515394912985274,0.04846050870147255
13,MAP Dataset,300.39495798319325,BRISK,14.6890756302521,0.048899208325174144,0.9511007916748259,0.048899208325174144
14,MAP Dataset,286.781512605042,BRISK,13.588235294117647,0.047381838427051896,0.9526181615729482,0.04738183842705185
15,MAP Dataset,266.3193277310924,BRISK,12.302521008403362,0.04619462324876941,0.9538053767512306,0.046194623248769426
16,MAP Dataset,243.57983193277312,BRISK,9.546218487394958,0.03919133374732629,0.9608086662526737,0.0391913337473263
17,MAP Dataset,242.21008403361344,BRISK,9.504201680672269,0.03923949623564515,0.9607605037643548,0.03923949623564515
18,MAP Dataset,224.54621848739495,BRISK,9.369747899159664,0.04172748025897235,0.9582725197410276,0.04172748025897239
19,MAP Dataset,232.0,BRISK,8.873949579831933,0.03824978267168937,0.9617502173283107,0.038249782671689346
20,MAP Dataset,231.2436974789916,BRISK,9.512605042016807,0.04113671051675267,0.9588632894832473,0.041136710516752696
21,MAP Dataset,238.9327731092437,BRISK,9.554621848739496,0.03998874547181092,0.9600112545281891,0.039988745471810895
22,MAP Dataset,219.34453781512605,BRISK,7.991596638655462,0.03643398973258754,0.9635660102674124,0.03643398973258757
23,MAP Dataset,242.80672268907563,BRISK,7.033613445378151,0.02896795182390808,0.971032048176092,0.028967951823908034
24,MAP Dataset,253.15126050420167,BRISK,0.46218487394957986,0.0018257261410788382,0.9981742738589211,0.0018257261410788682
25,MAP Dataset,253.65546218487395,BRISK,22.352941176470587,0.08812324001987741,0.9118767599801226,0.08812324001987738
26,MAP Dataset,216.8235294117647,BRISK,8.705882352941176,0.040151926207270754,0.9598480737927292,0.04015192620727078
27,MAP Dataset,217.39495798319328,BRISK,8.554621848739496,0.03935059914959412,0.960649400850406,0.03935059914959408
28,MAP Dataset,233.11764705882354,BRISK,8.403361344537815,0.03604772719080062,0.9639522728091994,0.03604772719080062
29,MAP Dataset,218.31932773109244,BRISK,9.798319327731093,0.04488067744418784,0.9551193225558121,0.04488067744418787
30,MAP Dataset,222.01680672268907,BRISK,10.243697478991596,0.04613928841786525,0.9538607115821347,0.04613928841786528
31,MAP Dataset,254.05042016806723,BRISK,10.235294117647058,0.040288436094204814,0.9597115639057953,0.04028843609420477
32,MAP Dataset,260.14285714285717,BRISK,11.789915966386555,0.04532092903059082,0.9546790709694092,0.04532092903059082
33,MAP Dataset,282.56302521008405,BRISK,13.798319327731093,0.04883271375464684,0.9511672862453531,0.04883271375464688
34,MAP Dataset,306.20168067226894,BRISK,15.663865546218487,0.051155387233108286,0.9488446127668918,0.05115538723310825
35,MAP Dataset,313.69747899159665,BRISK,13.22689075630252,0.042164478971336725,0.9578355210286633,0.042164478971336704
36,MAP Dataset,324.1848739495798,BRISK,16.235294117647058,0.05008035667997304,0.9499196433200269,0.050080356679973084
37,MAP Dataset,345.87394957983196,BRISK,15.983193277310924,0.046211035253528994,0.953788964746471,0.04621103525352899
38,MAP Dataset,328.33613445378154,BRISK,13.193277310924369,0.04018222768222768,0.9598177723177723,0.04018222768222768
39,MAP Dataset,387.5378151260504,BRISK,9.915966386554622,0.02558709369646768,0.9744129063035324,0.025587093696467646
40,MAP Dataset,412.02521008403363,BRISK,0.47058823529411764,0.0011421345679264137,0.9988578654320736,0.0011421345679264294
41,MAP Dataset,373.0504201680672,BRISK,23.81512605042017,0.06383889351924854,0.9361611064807515,0.06383889351924854
42,MAP Dataset,353.56302521008405,BRISK,13.672268907563025,0.03866996244711698,0.961330037552883,0.038669962447116964
43,MAP Dataset,333.74789915966386,BRISK,16.134453781512605,0.04834323698257629,0.9516567630174237,0.048343236982576275
44,MAP Dataset,314.1344537815126,BRISK,14.53781512605042,0.0462789577871703,0.9537210422128297,0.04627895778717029
45,MAP Dataset,303.9159663865546,BRISK,12.823529411764707,0.04219432616269425,0.9578056738373057,0.04219432616269425
46,MAP Dataset,297.4873949579832,BRISK,11.168067226890756,0.0375413123923053,0.9624586876076947,0.0375413123923053
47,MAP Dataset,300.43697478991595,BRISK,10.277310924369749,0.034207876482434556,0.9657921235175654,0.034207876482434584
48,MAP Dataset,281.8487394957983,BRISK,8.134453781512605,0.028861061419200952,0.971138938580799,0.028861061419200962
49,MAP Dataset,272.47058823529414,BRISK,9.025210084033613,0.033123612139156176,0.9668763878608437,0.03312361213915622
50,MAP Dataset,318.2689075630252,BRISK,6.823529411764706,0.021439509954058193,0.9785604900459418,0.021439509954058193
51,MAP Dataset,291.3613445378151,BRISK,0.5546218487394958,0.0019035532994923859,0.9980964467005077,0.001903553299492354
52,MAP Dataset,288.25210084033614,BRISK,22.22689075630252,0.0771092064602647,0.9228907935397354,0.07710920646026467
53,MAP Dataset,237.1764705882353,BRISK,8.268907563025211,0.034863945578231297,0.9651360544217688,0.03486394557823127
54,MAP Dataset,268.5126050420168,BRISK,7.8655462184873945,0.029293024129189747,0.9707069758708102,0.02929302412918976
55,MAP Dataset,278.02521008403363,BRISK,10.991596638655462,0.03953453226537706,0.960465467734623,0.039534532265377
56,MAP Dataset,301.52941176470586,BRISK,12.596638655462185,0.04177582074577783,0.9582241792542222,0.04177582074577781
57,MAP Dataset,347.8067226890756,BRISK,11.554621848739496,0.033221387325134695,0.9667786126748653,0.033221387325134695
58,MAP Dataset,309.78991596638656,BRISK,1.6890756302521008,0.00545232605452326,0.9945476739454767,0.005452326054523271
59,MAP Dataset,292.5042016806723,BRISK,18.310924369747898,0.06260055159733394,0.937399448402666,0.06260055159733398
60,MAP Dataset,457.5798319327731,BRISK,15.865546218487395,0.03467273929332256,0.9653272607066774,0.034672739293322576
61,MAP Dataset,411.26050420168065,BRISK,15.487394957983193,0.03765835717204741,0.9623416428279525,0.037658357172047435
62,MAP Dataset,396.5882352941176,BRISK,14.781512605042018,0.03727168707886596,0.9627283129211341,0.037271687078865905
63,MAP Dataset,347.7310924369748,BRISK,16.48739495798319,0.04741420976317061,0.9525857902368293,0.047414209763170644
64,MAP Dataset,372.65546218487395,BRISK,15.378151260504202,0.0412664050872683,0.9587335949127318,0.04126640508726825
65,MAP Dataset,340.03361344537814,BRISK,12.92436974789916,0.038009094503756426,0.9619909054962436,0.03800909450375644
66,MAP Dataset,318.21008403361344,BRISK,13.218487394957982,0.0415401272876119,0.9584598727123881,0.04154012728761191
67,MAP Dataset,297.38655462184875,BRISK,10.361344537815127,0.03484133487806946,0.9651586651219306,0.03484133487806943
68,MAP Dataset,276.4033613445378,BRISK,10.966386554621849,0.039675300985041954,0.960324699014958,0.03967530098504198
69,MAP Dataset,274.4201680672269,BRISK,10.504201680672269,0.03827780499755022,0.9617221950024497,0.038277804997550256
70,MAP Dataset,243.78151260504202,BRISK,9.218487394957982,0.03781454670803171,0.9621854532919684,0.03781454670803167
