,Dataset,Time,Detector/Descriptor
0,MAP Dataset,453.388347608,AGAST+SIFT
1,MAP Dataset,125.48192127200014,FAST+SIFT
2,MAP Dataset,225.67846078699995,BRISK+FREAK
3,MAP Dataset,238.090607869,SURF
4,MAP Dataset,736.5463160219997,SIFT
