,Dataset,Time,Detector/Descriptor
0,MAP Dataset,174.02588432100038,BRISK
1,MAP Dataset,138.2524352419996,DAISY+SIFT
2,MAP Dataset,284.5615081980004,GFTT+SIFT
3,MAP Dataset,35.617142306999995,MSER+SIFT
4,MAP Dataset,720.4996400800001,SIFT
5,MAP Dataset,305.81507530899944,SURF
